CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,TITLE
1,reward,0.17451434696216328,0.6546381749338477,AROUSAL,Arousal
1,valence,0.15366657938948605,0.6546381749338477,AROUSAL,Arousal
1,emotion,0.1438880240037036,0.6546381749338477,AROUSAL,Arousal
1,arousal,0.142250179778996,0.6546381749338477,AROUSAL,Arousal
1,memory,0.14067531580779205,0.6546381749338477,AROUSAL,Arousal
1,reward_processing,0.13692127480697658,0.6546381749338477,AROUSAL,Arousal
1,fear,0.13489165140651066,0.6546381749338477,AROUSAL,Arousal
1,anticipation,0.1259300146510984,0.6546381749338477,AROUSAL,Arousal
1,declarative_memory,0.12543787437248513,0.6546381749338477,AROUSAL,Arousal
1,reward_anticipation,0.1220871625102156,0.6546381749338477,AROUSAL,Arousal
1,episodic_memory,0.11545167611185755,0.6546381749338477,AROUSAL,Arousal
1,remembering,0.1143114913081318,0.6546381749338477,AROUSAL,Arousal
1,emotional_memory,0.11289858025462755,0.6546381749338477,AROUSAL,Arousal
1,facial_expression,0.10955574427492827,0.6546381749338477,AROUSAL,Arousal
1,recognition_memory,0.10716772181048788,0.6546381749338477,AROUSAL,Arousal
1,autobiographical_memory,0.10685705039844516,0.6546381749338477,AROUSAL,Arousal
1,salience,0.1056965584568728,0.6546381749338477,AROUSAL,Arousal
1,episodic_simulation,0.10564756177257208,0.6546381749338477,AROUSAL,Arousal
1,monetary_incentive_delay_task,0.1008602738988851,0.6546381749338477,AROUSAL,Arousal
2,manipulation,0.11307647196908435,0.6309477468002824,MANIPULATION,Manipulation
2,retrieval,0.10856503606557147,0.6309477468002824,MANIPULATION,Manipulation
2,covert,0.10818937791098887,0.6309477468002824,MANIPULATION,Manipulation
2,word,0.10618065829553107,0.6309477468002824,MANIPULATION,Manipulation
2,language,0.10277051239286447,0.6309477468002824,MANIPULATION,Manipulation
2,rehearsal,0.0999883692184228,0.6309477468002824,MANIPULATION,Manipulation
2,monitoring,0.09776829458634187,0.6309477468002824,MANIPULATION,Manipulation
2,strategy,0.09653381712527412,0.6309477468002824,MANIPULATION,Manipulation
2,semantic_processing,0.09624452864591193,0.6309477468002824,MANIPULATION,Manipulation
2,execution,0.09479669601530487,0.6309477468002824,MANIPULATION,Manipulation
2,cognitive_process,0.09458599943799743,0.6309477468002824,MANIPULATION,Manipulation
2,reaction_time,0.09454584662788422,0.6309477468002824,MANIPULATION,Manipulation
2,memory,0.09373635745264536,0.6309477468002824,MANIPULATION,Manipulation
2,goal,0.09322742119857573,0.6309477468002824,MANIPULATION,Manipulation
2,context,0.09282762737645113,0.6309477468002824,MANIPULATION,Manipulation
2,familiarity,0.09214783306236554,0.6309477468002824,MANIPULATION,Manipulation
2,remembering,0.09083846999487268,0.6309477468002824,MANIPULATION,Manipulation
2,meaning,0.09074402245947594,0.6309477468002824,MANIPULATION,Manipulation
2,attention,0.08972800580322485,0.6309477468002824,MANIPULATION,Manipulation
2,imagination,0.08954333440552513,0.6309477468002824,MANIPULATION,Manipulation
2,reading,0.08933910314957164,0.6309477468002824,MANIPULATION,Manipulation
2,judgment,0.08881642059332777,0.6309477468002824,MANIPULATION,Manipulation
2,language_processing,0.08809448102622343,0.6309477468002824,MANIPULATION,Manipulation
2,representation,0.08778404017988055,0.6309477468002824,MANIPULATION,Manipulation
2,semantics,0.08588497008580093,0.6309477468002824,MANIPULATION,Manipulation
