STRUCTURE,CLUSTER
left_accumbens,1
left_amygdala,1
left_brainstem,1
left_caudate,1
left_frontal_medial_cortex,1
left_hippocampus,1
left_inferior_temporal_gyrus_anterior_division,1
left_pallidum,1
left_parahippocampal_gyrus_anterior_division,1
left_parahippocampal_gyrus_posterior_division,1
left_putamen,1
left_subcallosal_cortex,1
left_temporal_fusiform_cortex_anterior_division,1
left_temporal_pole,1
right_accumbens,1
right_amygdala,1
right_brainstem,1
right_caudate,1
right_frontal_medial_cortex,1
right_hippocampus,1
right_inferior_temporal_gyrus_anterior_division,1
right_inferior_temporal_gyrus_posterior_division,1
right_pallidum,1
right_parahippocampal_gyrus_anterior_division,1
right_parahippocampal_gyrus_posterior_division,1
right_putamen,1
right_subcallosal_cortex,1
right_temporal_fusiform_cortex_anterior_division,1
right_temporal_fusiform_cortex_posterior_division,1
right_temporal_pole,1
left_angular_gyrus,2
left_central_opercular_cortex,2
left_cerebellum,2
left_cingulate_gyrus_anterior_division,2
left_cingulate_gyrus_posterior_division,2
left_cuneal_cortex,2
left_frontal_operculum_cortex,2
left_frontal_orbital_cortex,2
left_frontal_pole,2
left_heschls_gyrus,2
left_inferior_frontal_gyrus_pars_opercularis,2
left_inferior_frontal_gyrus_pars_triangularis,2
left_inferior_temporal_gyrus_posterior_division,2
left_inferior_temporal_gyrus_temporooccipital_part,2
left_insular_cortex,2
left_intracalcarine_cortex,2
left_lateral_occipital_cortex_inferior_division,2
left_lateral_occipital_cortex_superior_division,2
left_lingual_gyrus,2
left_middle_frontal_gyrus,2
left_middle_temporal_gyrus_anterior_division,2
left_middle_temporal_gyrus_posterior_division,2
left_middle_temporal_gyrus_temporooccipital_part,2
left_occipital_fusiform_gyrus,2
left_occipital_pole,2
left_paracingulate_gyrus,2
left_parietal_operculum_cortex,2
left_planum_polare,2
left_planum_temporale,2
left_postcentral_gyrus,2
left_precentral_gyrus,2
left_precuneous_cortex,2
left_superior_frontal_gyrus,2
left_superior_parietal_lobule,2
left_superior_temporal_gyrus_anterior_division,2
left_superior_temporal_gyrus_posterior_division,2
left_supplementary_motor_cortex,2
left_supracalcarine_cortex,2
left_supramarginal_gyrus_anterior_division,2
left_supramarginal_gyrus_posterior_division,2
left_temporal_fusiform_cortex_posterior_division,2
left_temporal_occipital_fusiform_cortex,2
left_thalamus,2
right_angular_gyrus,2
right_central_opercular_cortex,2
right_cerebellum,2
right_cingulate_gyrus_anterior_division,2
right_cingulate_gyrus_posterior_division,2
right_cuneal_cortex,2
right_frontal_operculum_cortex,2
right_frontal_orbital_cortex,2
right_frontal_pole,2
right_heschls_gyrus,2
right_inferior_frontal_gyrus_pars_opercularis,2
right_inferior_frontal_gyrus_pars_triangularis,2
right_inferior_temporal_gyrus_temporooccipital_part,2
right_insular_cortex,2
right_intracalcarine_cortex,2
right_lateral_occipital_cortex_inferior_division,2
right_lateral_occipital_cortex_superior_division,2
right_lingual_gyrus,2
right_middle_frontal_gyrus,2
right_middle_temporal_gyrus_anterior_division,2
right_middle_temporal_gyrus_posterior_division,2
right_middle_temporal_gyrus_temporooccipital_part,2
right_occipital_fusiform_gyrus,2
right_occipital_pole,2
right_paracingulate_gyrus,2
right_parietal_operculum_cortex,2
right_planum_polare,2
right_planum_temporale,2
right_postcentral_gyrus,2
right_precentral_gyrus,2
right_precuneous_cortex,2
right_superior_frontal_gyrus,2
right_superior_parietal_lobule,2
right_superior_temporal_gyrus_anterior_division,2
right_superior_temporal_gyrus_posterior_division,2
right_supplementary_motor_cortex,2
right_supracalcarine_cortex,2
right_supramarginal_gyrus_anterior_division,2
right_supramarginal_gyrus_posterior_division,2
right_temporal_occipital_fusiform_cortex,2
right_thalamus,2
